,xt,del xt,xp,del xp,xv,del xv,R,del R,S,del S,V,del V
0,147.89999999999998,0.0,69.6,0.0051873879928315625,48.72,0.0,40.3776581142469,0.004112409804284096,34249.54160723716,5.180777003459445,817474.8269738174,239.86843509307496
